Price per area,Apartment type,Metro station,Minutes to metro,Region,Number of rooms,Area,Living area,Kitchen area,Floor,Number of floors,Renovation
255078,New building,Варшавская,6.0,Moscow,2.0,43.01,23.9,10.2,6.0,15,Cosmetic
255863,New building,Варшавская,6.0,Moscow,2.0,43.01,23.9,10.2,7.0,15,Cosmetic
223760,New building,Варшавская,6.0,Moscow,4.0,108.52,57.0,15.6,7.0,15,European-style renovation
224530,New building,Варшавская,6.0,Moscow,4.0,108.52,57.0,15.6,8.0,15,European-style renovation
229469,New building,Варшавская,6.0,Moscow,4.0,90.12,47.7,14.1,8.0,15,European-style renovation
242785,New building,Варшавская,6.0,Moscow,2.0,43.16,24.0,10.2,6.0,15,Cosmetic
227344,New building,Варшавская,6.0,Moscow,3.0,66.04,35.5,12.1,3.0,15,Cosmetic
227344,New building,Варшавская,6.0,Moscow,3.0,66.09,35.5,12.1,3.0,15,Cosmetic
233079,New building,Варшавская,6.0,Moscow,3.0,65.62,35.3,12.1,4.0,15,Cosmetic
233189,New building,Варшавская,6.0,Moscow,3.0,65.67,35.3,12.1,7.0,15,Cosmetic
228287,New building,Варшавская,6.0,Moscow,3.0,74.71,39.9,12.8,4.0,15,Cosmetic
218205,New building,Варшавская,6.0,Moscow,3.0,87.9,46.6,13.9,4.0,15,European-style renovation
233292,New building,Варшавская,6.0,Moscow,3.0,67.97,36.5,12.3,6.0,15,Cosmetic
234458,New building,Варшавская,6.0,Moscow,3.0,69.74,37.4,12.4,6.0,15,Cosmetic
263302,New building,Каширская,4.0,Moscow,3.0,67.47,36.2,12.2,2.0,10,European-style renovation
287372,New building,Каширская,4.0,Moscow,2.0,45.33,25.1,10.4,2.0,10,Cosmetic
271235,New building,Каширская,4.0,Moscow,3.0,67.7,36.4,12.2,11.0,10,European-style renovation
271486,New building,Каширская,4.0,Moscow,3.0,70.76,37.9,12.5,14.0,10,European-style renovation
266328,New building,Каширская,4.0,Moscow,3.0,66.89,36.0,12.2,5.0,10,European-style renovation
265066,New building,Каширская,4.0,Moscow,3.0,70.53,37.8,12.5,6.0,10,European-style renovation
276962,New building,Каширская,4.0,Moscow,3.0,67.7,36.4,12.2,18.0,10,European-style renovation
290623,New building,Каширская,4.0,Moscow,2.0,44.95,24.9,10.4,19.0,10,Cosmetic
142560,New building,Битца,12.0,Moscow region,2.0,67.2,28.6,20.4,3.0,9,Cosmetic
319149,New building,Котельники,8.0,Moscow region,0.0,23.5,14.0,5.5,30.0,17,Cosmetic
219730,New building,Варшавская,6.0,Moscow,2.0,65.99,35.5,12.1,3.0,15,Cosmetic
219099,New building,Варшавская,6.0,Moscow,3.0,66.18,35.6,12.1,3.0,15,Cosmetic
211601,New building,Варшавская,6.0,Moscow,5.0,107.75,56.6,15.6,3.0,15,European-style renovation
169600,New building,Зябликово,9.0,Moscow region,3.0,78.0,44.0,12.5,6.0,14,Cosmetic
189700,New building,Зябликово,9.0,Moscow region,1.0,29.8,13.1,5.8,13.0,14,Cosmetic
156000,New building,Зябликово,9.0,Moscow region,2.0,47.6,30.8,6.1,14.0,14,Cosmetic
208100,New building,Котельники,8.0,Moscow region,1.0,35.3,10.1,17.0,4.0,17,Cosmetic
177200,New building,Котельники,8.0,Moscow region,3.0,52.4,36.2,3.4,13.0,17,Cosmetic
150000,New building,Котельники,7.0,Moscow region,3.0,78.1,40.9,22.5,16.0,17,Cosmetic
206100,New building,Котельники,8.0,Moscow region,1.0,38.8,11.1,18.1,7.0,17,Cosmetic
187900,New building,Котельники,17.0,Moscow region,1.0,44.9,13.2,21.2,13.0,17,Cosmetic
117889,New building,Красногвардейская,16.0,Moscow region,3.0,61.04,35.4,5.8,14.0,20,Cosmetic
130506,New building,Красногвардейская,12.0,Moscow region,3.0,72.19,44.5,10.3,3.0,20,Cosmetic
124624,New building,Красногвардейская,16.0,Moscow region,2.0,49.13,20.7,9.5,6.0,20,Cosmetic
113061,New building,Красногвардейская,16.0,Moscow region,3.0,59.14,38.2,6.4,9.0,20,Cosmetic
144399,New building,Красногвардейская,16.0,Moscow region,3.0,58.3,39.5,5.5,14.0,20,Cosmetic
115166,New building,Красногвардейская,16.0,Moscow region,3.0,58.3,39.5,5.5,12.0,20,Cosmetic
141221,New building,Красногвардейская,16.0,Moscow region,3.0,58.17,39.4,5.5,4.0,20,Cosmetic
131432,New building,Красногвардейская,16.0,Moscow region,2.0,46.89,28.5,5.4,6.0,20,Cosmetic
151998,New building,Красногвардейская,16.0,Moscow region,3.0,58.31,38.1,4.7,9.0,20,Cosmetic
118132,New building,Красногвардейская,16.0,Moscow region,3.0,61.04,35.4,5.8,10.0,20,Cosmetic
141962,New building,Красногвардейская,11.0,Moscow region,1.0,33.88,14.8,10.9,14.0,20,Cosmetic
185786,New building,Красногвардейская,11.0,Moscow region,0.0,26.04,16.1,8.8,15.0,20,Cosmetic
157452,New building,Красногвардейская,11.0,Moscow region,0.0,25.04,16.2,8.7,12.0,20,Cosmetic
159842,New building,Красногвардейская,11.0,Moscow region,0.0,25.04,16.2,8.7,16.0,20,Cosmetic
139231,New building,Жулебино,14.0,Moscow region,2.0,35.7,23.5,3.9,11.0,14,Cosmetic
143076,New building,Жулебино,14.0,Moscow region,2.0,42.45,26.0,8.3,11.0,14,Cosmetic
139710,New building,Красногвардейская,11.0,Moscow region,3.0,53.91,34.8,5.0,9.0,20,Cosmetic
135796,New building,Красногвардейская,11.0,Moscow region,2.0,44.44,27.3,5.0,12.0,20,Cosmetic
138509,New building,Красногвардейская,11.0,Moscow region,3.0,51.2,33.1,6.4,15.0,20,Cosmetic
126004,New building,Красногвардейская,11.0,Moscow region,4.0,69.53,46.9,5.0,11.0,20,Cosmetic
157635,New building,Красногвардейская,11.0,Moscow region,1.0,33.88,14.8,10.9,12.0,20,Cosmetic
133308,New building,Красногвардейская,11.0,Moscow region,2.0,35.68,22.7,5.0,15.0,20,Cosmetic
186882,New building,Жулебино,14.0,Moscow region,0.0,25.05,11.8,4.1,16.0,14,Cosmetic
201700,New building,Депо,13.0,Moscow,3.0,71.7,36.5,20.8,10.0,11,Cosmetic
124882,New building,Красногвардейская,5.0,Moscow region,2.0,60.6,32.8,11.7,9.0,20,Cosmetic
136700,New building,Зябликово,9.0,Moscow region,2.0,60.6,32.8,11.7,14.0,14,Cosmetic
154300,New building,Зябликово,9.0,Moscow region,1.0,42.2,23.5,10.1,13.0,14,Cosmetic
145720,New building,Красногвардейская,5.0,Moscow region,1.0,42.6,23.7,10.2,4.0,20,Cosmetic
149284,New building,Красногвардейская,5.0,Moscow region,1.0,41.8,23.3,10.1,13.0,20,Cosmetic
146740,New building,Красногвардейская,5.0,Moscow region,1.0,42.6,23.7,10.2,7.0,20,Cosmetic
127162,New building,Жулебино,14.0,Moscow region,3.0,55.75,37.4,5.4,14.0,14,Cosmetic
163664,New building,Домодедовская,8.0,Moscow region,2.0,36.44,20.6,9.7,4.0,15,Cosmetic
183947,New building,Домодедовская,8.0,Moscow region,2.0,46.59,22.5,10.4,8.0,15,Cosmetic
162713,New building,Жулебино,14.0,Moscow region,0.0,25.05,11.8,4.1,12.0,14,Cosmetic
125559,New building,Красногвардейская,11.0,Moscow region,2.0,42.32,28.0,6.1,10.0,20,Cosmetic
89865,New building,Котельники,30.0,Moscow region,1.0,40.06,20.0,10.0,4.0,17,Cosmetic
125930,New building,Битца,12.0,Moscow region,0.0,20.17,12.3,14.2,3.0,9,Cosmetic
196311,New building,Домодедовская,20.0,Moscow region,0.0,24.4,12.0,4.0,3.0,15,Cosmetic
180977,New building,Битца,12.0,Moscow region,1.0,38.9,21.8,9.9,4.0,9,Cosmetic
180988,New building,Битца,12.0,Moscow region,1.0,40.5,22.6,10.0,5.0,9,Cosmetic
205000,New building,Битца,12.0,Moscow region,0.0,24.4,14.5,8.7,3.0,9,Cosmetic
183920,New building,Битца,12.0,Moscow region,1.0,39.8,22.3,9.9,6.0,9,Cosmetic
126254,New building,Битца,12.0,Moscow region,2.0,127.6,66.6,17.2,7.0,9,Cosmetic
111228,New building,Битца,12.0,Moscow region,2.0,171.0,88.6,20.8,7.0,9,European-style renovation
143373,New building,Битца,12.0,Moscow region,2.0,83.0,44.1,13.5,5.0,9,Cosmetic
164742,New building,Битца,12.0,Moscow region,2.0,48.5,26.7,10.7,6.0,9,Cosmetic
150760,New building,Битца,12.0,Moscow region,2.0,98.7,52.0,14.8,13.0,9,Cosmetic
166832,New building,Битца,12.0,Moscow region,1.0,40.4,22.6,10.0,2.0,9,Cosmetic
153377,New building,Битца,12.0,Moscow region,2.0,60.7,32.8,11.7,2.0,9,Cosmetic
141169,New building,Битца,12.0,Moscow region,2.0,77.0,41.1,13.0,7.0,9,Cosmetic
140353,New building,Битца,12.0,Moscow region,3.0,79.3,42.2,13.2,2.0,9,Cosmetic
146258,New building,Битца,12.0,Moscow region,3.0,81.5,43.3,13.4,5.0,9,Cosmetic
147846,New building,Битца,12.0,Moscow region,3.0,88.2,46.7,13.9,1.0,9,Cosmetic
147546,New building,Битца,12.0,Moscow region,2.0,65.2,35.1,12.0,5.0,9,Cosmetic
142370,New building,Битца,12.0,Moscow region,2.0,67.5,36.3,12.2,6.0,9,Cosmetic
146767,New building,Битца,12.0,Moscow region,2.0,66.5,35.8,12.1,2.0,9,Cosmetic
150847,New building,Битца,12.0,Moscow region,2.0,64.9,34.9,12.0,5.0,9,Cosmetic
145343,New building,Битца,12.0,Moscow region,3.0,81.6,43.4,13.4,6.0,9,Cosmetic
148976,New building,Битца,12.0,Moscow region,2.0,63.5,34.2,11.9,3.0,9,Cosmetic
145602,New building,Битца,12.0,Moscow region,2.0,73.9,39.5,12.8,3.0,9,Cosmetic
143521,New building,Битца,12.0,Moscow region,3.0,81.8,43.5,13.4,4.0,9,Cosmetic
151907,New building,Битца,12.0,Moscow region,1.0,47.2,26.0,10.5,4.0,9,Cosmetic
169907,New building,Битца,12.0,Moscow region,1.0,43.2,24.0,10.2,6.0,9,Cosmetic
145344,New building,Битца,12.0,Moscow region,2.0,65.5,35.2,12.1,6.0,9,Cosmetic
163531,New building,Битца,12.0,Moscow region,2.0,60.6,32.8,11.7,12.0,9,Cosmetic
139663,New building,Битца,12.0,Moscow region,2.0,89.0,47.1,14.0,8.0,9,Cosmetic
155289,New building,Битца,12.0,Moscow region,2.0,50.1,27.5,10.8,5.0,9,Cosmetic
144714,New building,Битца,12.0,Moscow region,2.0,70.0,37.5,12.4,7.0,9,Cosmetic
103654,New building,Битца,12.0,Moscow region,3.0,202.5,104.5,23.4,14.0,9,European-style renovation
184211,New building,Битца,12.0,Moscow region,1.0,39.9,22.3,9.9,5.0,9,Cosmetic
261000,New building,Братиславская,5.0,Moscow,0.0,23.2,11.0,6.0,22.0,16,Cosmetic
181500,New building,Жулебино,8.0,Moscow region,0.0,27.85,14.0,5.0,14.0,14,Cosmetic
158828,New building,Красногвардейская,11.0,Moscow region,1.0,33.88,14.8,10.9,14.0,20,Cosmetic
175925,New building,Жулебино,14.0,Moscow region,0.0,25.05,11.8,4.1,11.0,14,Cosmetic
204014,New building,Зябликово,7.0,Moscow region,0.0,22.1,13.3,8.5,15.0,14,Cosmetic
199017,New building,Зябликово,8.0,Moscow region,1.0,40.7,17.1,10.0,10.0,14,Cosmetic
201117,New building,Котельники,7.0,Moscow region,1.0,35.8,17.0,10.0,20.0,17,Cosmetic
190923,New building,Зябликово,8.0,Moscow region,2.0,63.9,34.4,12.7,10.0,14,Cosmetic
163462,New building,Зябликово,8.0,Moscow region,2.0,62.4,33.7,12.6,4.0,14,Cosmetic
318408,New building,Красногвардейская,5.0,Moscow,1.0,40.2,13.0,19.0,14.0,20,Cosmetic
117600,New building,Котельники,9.0,Moscow region,2.0,66.2,35.6,12.1,8.0,17,Cosmetic
220328,New building,Каширская,4.0,Moscow,3.0,88.5,45.0,22.0,6.0,10,European-style renovation
126848,New building,Красногвардейская,12.0,Moscow region,3.0,62.91,36.4,10.2,7.0,20,Cosmetic
142478,New building,Зябликово,9.0,Moscow region,3.0,67.4,36.2,12.2,11.0,14,Cosmetic
162357,New building,Зябликово,7.0,Moscow region,2.0,54.2,29.5,11.1,7.0,14,Cosmetic
139590,New building,Зябликово,7.0,Moscow region,3.0,75.4,40.3,12.9,11.0,14,Cosmetic
180597,New building,Битца,12.0,Moscow region,1.0,40.2,22.5,10.0,2.0,9,Cosmetic
131440,New building,Красногвардейская,5.0,Moscow region,1.0,46.7,25.7,10.5,2.0,20,Cosmetic
132460,New building,Красногвардейская,5.0,Moscow region,1.0,46.7,25.7,10.5,5.0,20,Cosmetic
131950,New building,Красногвардейская,5.0,Moscow region,1.0,42.9,23.8,10.2,2.0,20,Cosmetic
126952,New building,Красногвардейская,5.0,Moscow region,2.0,52.5,28.7,11.0,9.0,20,Cosmetic
123688,New building,Красногвардейская,5.0,Moscow region,2.0,57.5,31.2,11.4,10.0,20,Cosmetic
131695,New building,Красногвардейская,5.0,Moscow region,2.0,60.0,32.5,11.6,9.0,20,Cosmetic
120730,New building,Красногвардейская,5.0,Moscow region,3.0,82.9,44.0,13.5,4.0,20,Cosmetic
145720,New building,Красногвардейская,5.0,Moscow region,1.0,42.6,23.7,10.2,4.0,20,Cosmetic
146740,New building,Красногвардейская,5.0,Moscow region,1.0,42.6,23.7,10.2,7.0,20,Cosmetic
126748,New building,Красногвардейская,5.0,Moscow region,2.0,59.4,32.2,11.6,7.0,20,Cosmetic
234020,New building,Зябликово,9.0,Moscow region,1.0,36.0,14.5,10.0,1.0,14,Cosmetic
191660,New building,Зябликово,9.0,Moscow region,2.0,64.5,34.6,14.1,3.0,14,Cosmetic
208500,New building,Зябликово,9.0,Moscow region,2.0,43.7,25.1,7.4,5.0,14,Cosmetic
236020,New building,Зябликово,9.0,Moscow region,1.0,35.4,14.5,10.0,10.0,14,Cosmetic
209000,New building,Зябликово,9.0,Moscow region,2.0,43.7,25.1,7.4,11.0,14,Cosmetic
236020,New building,Зябликово,9.0,Moscow region,1.0,35.4,14.5,9.7,11.0,14,Cosmetic
236520,New building,Зябликово,9.0,Moscow region,1.0,35.4,14.5,10.0,13.0,14,Cosmetic
185520,New building,Зябликово,9.0,Moscow region,2.0,47.0,25.5,7.9,1.0,14,Cosmetic
204590,New building,Зябликово,9.0,Moscow region,1.0,39.5,15.8,9.9,1.0,14,Cosmetic
163057,New building,Зябликово,9.0,Moscow region,3.0,86.0,44.2,12.3,2.0,14,Cosmetic
160450,New building,Зябликово,9.0,Moscow region,3.0,86.6,46.3,14.7,4.0,14,Cosmetic
163557,New building,Зябликово,9.0,Moscow region,3.0,86.0,44.2,12.3,7.0,14,Cosmetic
188020,New building,Зябликово,9.0,Moscow region,2.0,47.1,25.7,6.7,9.0,14,Cosmetic
187520,New building,Зябликово,9.0,Moscow region,2.0,46.0,25.5,7.9,9.0,14,Cosmetic
185020,New building,Зябликово,9.0,Moscow region,2.0,47.2,28.0,6.4,14.0,14,Cosmetic
165057,New building,Зябликово,9.0,Moscow region,3.0,86.0,44.2,12.3,15.0,14,Cosmetic
189020,New building,Зябликово,9.0,Moscow region,2.0,47.1,25.7,6.7,16.0,14,Cosmetic
146113,New building,Жулебино,14.0,Moscow region,1.0,31.98,14.0,10.0,9.0,14,Cosmetic
137070,New building,Красногвардейская,11.0,Moscow region,2.0,44.44,27.3,5.0,8.0,20,Cosmetic
258252,New building,Кантемировская,5.0,Moscow,2.0,46.35,29.9,7.0,9.0,14,Cosmetic
151921,New building,Красногвардейская,16.0,Moscow region,3.0,51.1,33.1,6.4,14.0,20,Cosmetic
175958,New building,Красногвардейская,16.0,Moscow region,1.0,34.45,14.7,10.9,9.0,20,Cosmetic
145222,New building,Красногвардейская,16.0,Moscow region,2.0,52.74,25.5,13.2,12.0,20,Cosmetic
161657,New building,Зябликово,8.0,Moscow region,2.0,51.9,26.5,10.8,3.0,14,Cosmetic
263736,New building,Варшавская,16.0,Moscow,1.0,45.5,25.1,10.4,3.0,15,Cosmetic
128234,New building,Красногвардейская,14.0,Moscow region,0.0,17.3,10.9,8.1,5.0,20,Cosmetic
122761,New building,Красногвардейская,11.0,Moscow region,3.0,51.5,31.6,7.1,10.0,20,Cosmetic
205000,New building,Братиславская,13.0,Moscow,0.0,28.48,18.4,9.0,2.0,16,Cosmetic
189000,New building,Братиславская,13.0,Moscow,1.0,44.43,13.9,18.2,5.0,16,Cosmetic
193000,New building,Братиславская,13.0,Moscow,1.0,44.43,13.9,18.2,6.0,16,Cosmetic
189000,New building,Братиславская,13.0,Moscow,1.0,44.43,13.9,18.2,7.0,16,Cosmetic
197000,New building,Братиславская,13.0,Moscow,1.0,44.43,13.9,18.2,12.0,16,Cosmetic
177000,New building,Братиславская,13.0,Moscow,2.0,66.18,32.8,14.2,19.0,16,Cosmetic
201000,New building,Братиславская,13.0,Moscow,1.0,44.43,13.9,18.2,20.0,16,Cosmetic
181000,New building,Братиславская,13.0,Moscow,2.0,66.18,32.8,14.2,20.0,16,Cosmetic
177000,New building,Братиславская,13.0,Moscow,2.0,66.18,32.8,14.2,23.0,16,Cosmetic
193000,New building,Братиславская,13.0,Moscow,1.0,44.79,17.5,11.7,2.0,16,Cosmetic
189000,New building,Братиславская,13.0,Moscow,1.0,44.04,14.0,17.9,3.0,16,Cosmetic
189000,New building,Братиславская,13.0,Moscow,1.0,44.04,14.0,17.9,4.0,16,Cosmetic
193000,New building,Братиславская,13.0,Moscow,1.0,44.79,17.5,11.7,4.0,16,Cosmetic
191000,New building,Братиславская,13.0,Moscow,1.0,42.81,16.4,13.2,4.0,16,Cosmetic
193000,New building,Братиславская,13.0,Moscow,1.0,42.81,16.4,13.2,6.0,16,Cosmetic
193000,New building,Братиславская,13.0,Moscow,1.0,44.79,17.5,11.7,8.0,16,Cosmetic
193000,New building,Братиславская,13.0,Moscow,1.0,42.81,16.4,13.2,8.0,16,Cosmetic
189000,New building,Братиславская,13.0,Moscow,1.0,44.79,17.5,11.7,9.0,16,Cosmetic
193000,New building,Братиславская,13.0,Moscow,1.0,42.81,16.4,13.2,10.0,16,Cosmetic
197000,New building,Братиславская,13.0,Moscow,1.0,44.04,14.0,17.9,12.0,16,Cosmetic
197000,New building,Братиславская,13.0,Moscow,1.0,44.79,17.5,11.7,12.0,16,Cosmetic
197000,New building,Братиславская,13.0,Moscow,1.0,42.81,16.4,13.2,12.0,16,Cosmetic
193000,New building,Братиславская,13.0,Moscow,1.0,44.79,17.5,11.7,13.0,16,Cosmetic
193000,New building,Братиславская,13.0,Moscow,1.0,42.81,16.4,13.2,13.0,16,Cosmetic
193000,New building,Братиславская,13.0,Moscow,1.0,44.04,14.0,17.9,15.0,16,Cosmetic
195000,New building,Братиславская,13.0,Moscow,1.0,40.16,16.4,10.0,4.0,16,Cosmetic
195000,New building,Братиславская,13.0,Moscow,1.0,40.16,16.4,10.0,7.0,16,Cosmetic
201000,New building,Братиславская,13.0,Moscow,1.0,40.16,16.4,10.0,12.0,16,Cosmetic
193000,New building,Братиславская,13.0,Moscow,1.0,45.27,14.2,18.3,4.0,16,Cosmetic
193000,New building,Братиславская,13.0,Moscow,1.0,45.27,14.2,18.3,11.0,16,Cosmetic
197000,New building,Братиславская,13.0,Moscow,1.0,45.27,14.2,18.3,12.0,16,Cosmetic
193000,New building,Братиславская,13.0,Moscow,1.0,45.27,14.2,18.3,13.0,16,Cosmetic
193000,New building,Братиславская,13.0,Moscow,1.0,45.27,14.2,18.3,15.0,16,Cosmetic
197000,New building,Братиславская,13.0,Moscow,1.0,45.27,14.2,18.3,17.0,16,Cosmetic
197000,New building,Братиславская,13.0,Moscow,1.0,45.27,14.2,18.3,19.0,16,Cosmetic
197000,New building,Братиславская,13.0,Moscow,1.0,45.27,14.2,18.3,21.0,16,Cosmetic
197000,New building,Братиславская,13.0,Moscow,1.0,45.27,14.2,18.3,24.0,16,Cosmetic
193000,New building,Братиславская,13.0,Moscow,1.0,44.04,14.0,17.9,2.0,16,Cosmetic
193000,New building,Братиславская,13.0,Moscow,1.0,44.79,17.5,11.7,2.0,16,Cosmetic
189000,New building,Братиславская,13.0,Moscow,1.0,44.79,17.5,11.7,5.0,16,Cosmetic
194000,New building,Братиславская,13.0,Moscow,1.0,44.79,17.5,11.7,6.0,16,Cosmetic
193000,New building,Братиславская,13.0,Moscow,1.0,44.79,17.5,11.7,8.0,16,Cosmetic
194000,New building,Братиславская,13.0,Moscow,1.0,44.79,17.5,11.7,10.0,16,Cosmetic
193000,New building,Братиславская,13.0,Moscow,1.0,44.79,17.5,11.7,11.0,16,Cosmetic
193000,New building,Братиславская,13.0,Moscow,1.0,44.04,14.0,17.9,12.0,16,Cosmetic
193000,New building,Братиславская,13.0,Moscow,1.0,44.79,17.5,11.7,13.0,16,Cosmetic
193000,New building,Братиславская,13.0,Moscow,1.0,42.81,16.4,13.2,13.0,16,Cosmetic
197000,New building,Братиславская,13.0,Moscow,1.0,44.79,17.5,11.7,14.0,16,Cosmetic
197000,New building,Братиславская,13.0,Moscow,1.0,42.81,16.4,13.2,14.0,16,Cosmetic
193000,New building,Братиславская,13.0,Moscow,1.0,44.79,17.5,11.7,15.0,16,Cosmetic
193000,New building,Братиславская,13.0,Moscow,1.0,42.81,16.4,13.2,15.0,16,Cosmetic
201000,New building,Братиславская,13.0,Moscow,1.0,44.79,17.5,11.7,16.0,16,Cosmetic
201000,New building,Братиславская,13.0,Moscow,1.0,42.81,16.4,13.2,16.0,16,Cosmetic
195000,New building,Братиславская,13.0,Moscow,1.0,44.45,13.9,18.0,12.0,16,Cosmetic
176000,New building,Братиславская,13.0,Moscow,2.0,61.51,28.2,16.4,4.0,16,Cosmetic
176000,New building,Братиславская,13.0,Moscow,2.0,66.18,32.8,14.2,4.0,16,Cosmetic
178000,New building,Братиславская,13.0,Moscow,2.0,61.51,28.2,16.4,12.0,16,Cosmetic
178000,New building,Братиславская,13.0,Moscow,2.0,61.51,28.2,16.4,14.0,16,Cosmetic
176000,New building,Братиславская,13.0,Moscow,2.0,62.22,32.1,10.7,2.0,16,Cosmetic
176000,New building,Братиславская,13.0,Moscow,2.0,62.81,33.3,11.7,4.0,16,Cosmetic
170000,New building,Братиславская,13.0,Moscow,2.0,62.22,32.1,10.7,6.0,16,Cosmetic
172000,New building,Братиславская,13.0,Moscow,2.0,62.81,33.3,11.7,8.0,16,Cosmetic
176000,New building,Братиславская,13.0,Moscow,2.0,62.22,32.1,10.7,10.0,16,Cosmetic
178000,New building,Братиславская,13.0,Moscow,2.0,62.22,32.1,10.7,12.0,16,Cosmetic
178000,New building,Братиславская,13.0,Moscow,2.0,62.81,33.3,11.7,12.0,16,Cosmetic
178000,New building,Братиславская,13.0,Moscow,2.0,62.81,33.3,11.7,14.0,16,Cosmetic
168000,New building,Братиславская,13.0,Moscow,3.0,89.34,54.0,13.7,2.0,16,Cosmetic
176000,New building,Братиславская,13.0,Moscow,2.0,69.35,28.1,21.3,2.0,16,Cosmetic
176000,New building,Братиславская,13.0,Moscow,2.0,71.71,33.3,14.5,2.0,16,Cosmetic
176000,New building,Братиславская,13.0,Moscow,2.0,61.12,28.1,12.6,4.0,16,Cosmetic
176000,New building,Братиславская,13.0,Moscow,2.0,71.71,33.3,14.5,4.0,16,Cosmetic
168000,New building,Братиславская,13.0,Moscow,3.0,84.4,50.7,10.0,4.0,16,Cosmetic
176000,New building,Братиславская,13.0,Moscow,2.0,69.35,28.1,21.3,6.0,16,Cosmetic
176000,New building,Братиславская,13.0,Moscow,2.0,71.71,33.3,14.5,6.0,16,Cosmetic
176000,New building,Братиславская,13.0,Moscow,2.0,61.12,28.1,12.6,8.0,16,Cosmetic
176000,New building,Братиславская,13.0,Moscow,2.0,71.71,33.3,14.5,8.0,16,Cosmetic
178000,New building,Братиславская,13.0,Moscow,2.0,61.12,28.1,12.6,12.0,16,Cosmetic
178000,New building,Братиславская,13.0,Moscow,2.0,71.71,33.3,14.5,12.0,16,Cosmetic
165000,New building,Братиславская,13.0,Moscow,3.0,89.34,54.0,13.7,14.0,16,Cosmetic
178000,New building,Братиславская,13.0,Moscow,2.0,60.12,28.1,12.6,14.0,16,Cosmetic
178000,New building,Братиславская,13.0,Moscow,2.0,70.7,33.2,14.5,14.0,16,Cosmetic
164000,New building,Братиславская,13.0,Moscow,3.0,79.0,51.4,9.3,4.0,16,Cosmetic
176000,New building,Братиславская,13.0,Moscow,2.0,64.45,32.6,14.2,2.0,16,Cosmetic
170000,New building,Братиславская,13.0,Moscow,3.0,70.95,43.0,10.2,2.0,16,Cosmetic
172000,New building,Братиславская,13.0,Moscow,2.0,62.75,24.8,17.5,2.0,16,Cosmetic
176000,New building,Братиславская,13.0,Moscow,2.0,66.3,35.7,10.5,2.0,16,Cosmetic
176000,New building,Братиславская,13.0,Moscow,2.0,66.3,35.7,10.5,4.0,16,Cosmetic
172000,New building,Братиславская,13.0,Moscow,2.0,66.3,35.7,10.5,6.0,16,Cosmetic
172000,New building,Братиславская,13.0,Moscow,2.0,66.3,35.7,10.5,8.0,16,Cosmetic
176000,New building,Братиславская,13.0,Moscow,2.0,64.45,32.6,14.2,10.0,16,Cosmetic
178000,New building,Братиславская,13.0,Moscow,2.0,64.45,32.6,14.2,12.0,16,Cosmetic
172000,New building,Братиславская,13.0,Moscow,2.0,59.59,27.1,16.7,12.0,16,Cosmetic
174000,New building,Братиславская,13.0,Moscow,2.0,59.59,27.1,16.7,14.0,16,Cosmetic
176000,New building,Братиславская,13.0,Moscow,2.0,62.81,33.3,11.7,2.0,16,Cosmetic
174000,New building,Братиславская,13.0,Moscow,2.0,62.81,33.3,11.7,4.0,16,Cosmetic
176000,New building,Братиславская,13.0,Moscow,2.0,62.22,32.1,10.7,10.0,16,Cosmetic
172000,New building,Братиславская,13.0,Moscow,2.0,62.81,33.3,11.7,10.0,16,Cosmetic
178000,New building,Братиславская,13.0,Moscow,2.0,62.22,32.1,10.7,12.0,16,Cosmetic
176000,New building,Братиславская,13.0,Moscow,2.0,61.53,28.5,16.7,2.0,16,Cosmetic
176000,New building,Братиславская,13.0,Moscow,2.0,61.53,28.5,16.7,4.0,16,Cosmetic
172000,New building,Братиславская,13.0,Moscow,2.0,61.53,28.5,16.7,6.0,16,Cosmetic
164000,New building,Братиславская,13.0,Moscow,3.0,79.0,51.4,9.3,7.0,16,Cosmetic
195000,New building,Депо,19.0,Moscow,1.0,37.5,14.1,11.3,2.0,11,Cosmetic
205000,New building,Депо,19.0,Moscow,0.0,28.61,18.8,9.0,2.0,11,Cosmetic
189000,New building,Депо,19.0,Moscow,1.0,44.56,13.9,18.5,3.0,11,Cosmetic
193000,New building,Депо,19.0,Moscow,1.0,44.56,13.9,18.5,6.0,11,Cosmetic
189000,New building,Депо,19.0,Moscow,1.0,44.56,13.9,18.5,7.0,11,Cosmetic
193000,New building,Депо,19.0,Moscow,1.0,44.56,13.9,18.5,8.0,11,Cosmetic
189000,New building,Депо,19.0,Moscow,1.0,44.56,13.9,18.5,9.0,11,Cosmetic
193000,New building,Депо,19.0,Moscow,1.0,44.56,13.9,18.5,10.0,11,Cosmetic
193000,New building,Депо,19.0,Moscow,1.0,44.56,13.9,18.5,11.0,11,Cosmetic
193000,New building,Депо,19.0,Moscow,1.0,44.56,13.9,18.5,13.0,11,Cosmetic
201000,New building,Депо,19.0,Moscow,1.0,44.56,13.9,18.5,16.0,11,Cosmetic
186000,New building,Депо,19.0,Moscow,2.0,66.31,33.3,14.2,16.0,11,Cosmetic
177000,New building,Депо,19.0,Moscow,2.0,66.31,33.3,14.2,17.0,11,Cosmetic
186000,New building,Депо,19.0,Moscow,2.0,66.31,33.3,14.2,18.0,11,Cosmetic
177000,New building,Депо,19.0,Moscow,2.0,66.31,33.3,14.2,19.0,11,Cosmetic
