Price per area,Apartment type,Metro station,Minutes to metro,Region,Number of rooms,Area,Living area,Kitchen area,Floor,Number of floors,Renovation
200893,Secondary, Павшино,6.0,Moscow region,2.0,44.8,26.0,6.0,4.0,5,Cosmetic
151732,Secondary, Аникеевка,3.0,Moscow region,2.0,60.0,33.1,14.0,2.0,3,Without renovation
172316,Secondary, Красногорская,35.0,Moscow region,2.0,53.1,29.0,11.0,14.0,18,Cosmetic
176923,Secondary, Опалиха,15.0,Moscow region,2.0,52.0,27.7,11.0,11.0,12,Without renovation
188525,Secondary, Опалиха,6.0,Moscow region,2.0,48.8,27.0,10.0,8.0,26,Cosmetic
194915,Secondary, Опалиха,6.0,Moscow region,2.0,47.2,26.0,10.5,1.0,8,Cosmetic
162281,Secondary, Опалиха,5.0,Moscow region,2.0,57.0,30.7,14.2,1.0,8,Without renovation
232500,Secondary, Павшино,3.0,Moscow region,2.0,40.0,28.0,7.0,9.0,14,European-style renovation
175325,Secondary, Тушинская,17.0,Moscow region,2.0,53.9,29.3,8.7,16.0,18,Cosmetic
227818,Secondary, Красногорская,13.0,Moscow region,2.0,41.7,29.7,7.0,2.0,4,European-style renovation
197917,Secondary, Опалиха,19.0,Moscow region,2.0,48.0,30.0,8.0,1.0,9,Cosmetic
182692,Secondary, Опалиха,8.0,Moscow region,2.0,52.0,25.2,9.3,17.0,26,Cosmetic
202128,Secondary, Павшино,15.0,Moscow region,2.0,47.0,30.0,10.5,5.0,18,European-style renovation
210643,Secondary, Павшино,13.0,Moscow region,2.0,45.1,25.6,6.0,17.0,25,Designer
198330,Secondary, Аникеевка,5.0,Moscow region,2.0,47.9,9.7,10.6,2.0,3,European-style renovation
274286,Secondary, Пенягино,10.0,Moscow region,2.0,35.0,15.2,11.0,6.0,8,Designer
184261,Secondary, Опалиха,15.0,Moscow region,2.0,52.1,11.0,11.0,10.0,12,Without renovation
159278,Secondary, Опалиха,29.0,Moscow region,2.0,60.9,34.2,13.6,1.0,3,Without renovation
204883,Secondary, Павшино,6.0,Moscow region,2.0,47.1,33.6,6.0,2.0,5,European-style renovation
148485,Secondary, Опалиха,6.0,Moscow region,2.0,66.0,35.9,11.2,10.0,25,European-style renovation
217778,Secondary, Опалиха,8.0,Moscow region,2.0,45.0,26.0,8.0,8.0,8,Cosmetic
170984,Secondary, Митино,15.0,Moscow region,2.0,57.9,25.1,13.0,1.0,1,Cosmetic
179024,Secondary, Красногорская,8.0,Moscow region,2.0,55.3,10.0,11.2,2.0,18,Cosmetic
226437,Secondary, Павшино,13.0,Moscow region,2.0,43.5,32.0,5.0,13.0,25,European-style renovation
184358,Secondary, Красногорская,8.0,Moscow region,2.0,53.7,31.6,7.6,5.0,9,Designer
226437,Secondary, Пенягино,12.0,Moscow region,2.0,43.5,24.1,10.2,13.0,25,European-style renovation
196078,Secondary, Павшино,13.0,Moscow region,2.0,51.0,29.0,17.0,12.0,25,Without renovation
192308,Secondary, Красногорская,6.0,Moscow region,2.0,52.0,33.0,9.2,3.0,17,Cosmetic
187247,Secondary, Красногорская,11.0,Moscow region,2.0,53.4,35.0,9.0,16.0,17,Cosmetic
166113,Secondary, Опалиха,37.0,Moscow region,2.0,60.2,31.3,9.0,11.0,25,Cosmetic
187970,Secondary, Опалиха,6.0,Moscow region,2.0,53.2,9.0,11.0,5.0,18,Cosmetic
254364,Secondary, Пенягино,12.0,Moscow region,2.0,40.1,23.0,5.0,2.0,25,European-style renovation
190075,Secondary, Павшино,9.0,Moscow region,2.0,53.4,30.4,8.4,4.0,14,Cosmetic
211411,Secondary, Строгино,8.0,Moscow region,2.0,48.2,28.2,10.1,28.0,35,Cosmetic
187956,Secondary, Павшино,3.0,Moscow region,2.0,54.8,29.6,12.0,8.0,18,Cosmetic
183929,Secondary, Опалиха,6.0,Moscow region,2.0,56.0,30.0,10.0,17.0,25,Cosmetic
266839,Secondary, Строгино,8.0,Moscow region,2.0,38.6,17.0,12.0,16.0,33,Cosmetic
166667,Secondary, Павшино,13.0,Moscow region,2.0,61.8,31.1,8.2,2.0,5,Cosmetic
190217,Secondary, Опалиха,15.0,Moscow region,2.0,55.2,13.0,11.2,8.0,8,Cosmetic
184211,Secondary, Опалиха,6.0,Moscow region,2.0,57.0,32.0,13.0,15.0,25,Cosmetic
175000,Secondary, Красногорская,12.0,Moscow region,2.0,60.0,34.0,11.0,1.0,17,European-style renovation
201536,Secondary, Красногорская,9.0,Moscow region,2.0,52.1,31.0,12.0,3.0,25,Cosmetic
201923,Secondary, Опалиха,7.0,Moscow region,2.0,52.0,10.0,10.9,12.0,14,European-style renovation
125448,Secondary, Опалиха,6.0,Moscow region,2.0,83.7,40.0,15.0,2.0,24,Without renovation
174342,Secondary, Тушинская,18.0,Moscow region,2.0,60.8,32.0,12.0,10.0,24,European-style renovation
214718,Secondary, Митино,7.0,Moscow region,2.0,49.6,28.1,12.2,10.0,14,European-style renovation
186842,Secondary, Опалиха,4.0,Moscow region,2.0,57.0,30.7,14.2,1.0,8,Without renovation
148194,Secondary, Опалиха,6.0,Moscow region,2.0,72.0,36.0,13.8,7.0,25,Cosmetic
183135,Secondary, Опалиха,7.0,Moscow region,2.0,58.7,31.1,10.0,8.0,25,European-style renovation
161004,Secondary, Красногорская,23.0,Moscow region,2.0,67.7,39.0,10.0,4.0,22,European-style renovation
203358,Secondary, Красногорская,9.0,Moscow region,2.0,53.6,29.3,10.5,19.0,26,European-style renovation
220000,Secondary, Строгино,8.0,Moscow region,2.0,50.0,30.0,10.0,5.0,25,European-style renovation
173776,Secondary, Опалиха,16.0,Moscow region,2.0,63.3,29.6,19.6,4.0,8,Without renovation
334849,Secondary, Мякинино,18.0,Moscow region,2.0,33.0,23.0,5.0,11.0,23,Designer
198246,Secondary, Павшино,13.0,Moscow region,2.0,57.0,40.0,10.0,2.0,5,Cosmetic
1000000,Secondary, Чеховская,5.0,Moscow,3.0,108.8,57.1,15.6,3.0,3,Without renovation
546956,Secondary, Арбатская,9.0,Moscow,3.0,96.9,59.0,11.1,2.0,5,Without renovation
700000,Secondary, Фили,6.0,Moscow,3.0,63.2,34.1,11.9,40.0,41,Designer
724138,Secondary, Белорусская,6.0,Moscow,3.0,145.0,75.4,18.6,3.0,6,Designer
452794,Secondary, Белорусская,9.0,Moscow,3.0,103.8,59.0,15.0,6.0,6,Without renovation
612523,Secondary, Белорусская,6.0,Moscow,3.0,111.0,40.0,15.8,5.0,6,Designer
1452991,Secondary, Кропоткинская,10.0,Moscow,3.0,117.0,51.0,6.0,3.0,5,European-style renovation
948145,Secondary, Спортивная,9.0,Moscow,3.0,237.2,157.1,17.2,14.0,14,Designer
570652,Secondary, Алексеевская,11.0,Moscow,3.0,92.0,70.0,20.0,4.0,21,Cosmetic
348624,Secondary, Ростокино,13.0,Moscow,3.0,109.0,75.0,25.0,35.0,58,Designer
1112791,Secondary, Китай-город,11.0,Moscow,3.0,86.0,54.0,8.0,2.0,9,Designer
268862,Secondary, ВДНХ,7.0,Moscow,3.0,83.5,49.7,12.5,16.0,22,Without renovation
644231,Secondary, Динамо,1.0,Moscow,3.0,104.0,74.0,20.0,3.0,15,Designer
226978,Secondary, Филатов Луг,10.0,Moscow,3.0,77.1,38.8,13.5,22.0,25,Without renovation
388941,Secondary, Раменки,5.0,Moscow,3.0,106.7,40.0,30.0,15.0,17,Cosmetic
657143,Secondary, Минская,28.0,Moscow,3.0,70.0,12.0,12.4,2.0,14,Without renovation
1269504,Secondary, Спортивная,11.0,Moscow,3.0,141.0,73.4,18.3,3.0,15,Designer
936709,Secondary, Спортивная,8.0,Moscow,3.0,237.0,157.0,26.2,14.0,14,Designer
469965,Secondary, Аминьевская,8.0,Moscow,3.0,84.9,48.2,21.0,18.0,31,Designer
515192,Secondary, Динамо,7.0,Moscow,3.0,75.7,40.0,5.0,7.0,17,Designer
454141,Secondary, Давыдково,5.0,Moscow,3.0,112.3,58.9,15.9,16.0,25,Designer
1494845,Secondary, Спортивная,5.0,Moscow,3.0,97.0,51.2,14.7,7.0,18,Designer
886598,Secondary, Фрунзенская,5.0,Moscow,3.0,97.0,72.0,15.0,5.0,14,Designer
1052632,Secondary, Улица 1905 года,7.0,Moscow,3.0,95.0,60.0,15.0,11.0,21,Designer
356010,Secondary, Кунцевская,4.0,Moscow,3.0,95.5,65.0,14.5,29.0,29,Without renovation
467532,Secondary, Шелепиха,13.0,Moscow,3.0,77.0,36.0,25.0,4.0,6,Designer
388182,Secondary, Молодёжная,6.0,Moscow,3.0,110.0,60.0,11.5,36.0,40,Designer
1104606,Secondary, Беговая,5.0,Moscow,3.0,90.53,47.9,14.1,10.0,21,European-style renovation
950413,Secondary, Минская,13.0,Moscow,3.0,121.0,66.0,15.0,16.0,39,Designer
357664,Secondary, Бауманская,8.0,Moscow,3.0,68.5,38.8,9.1,4.0,6,Cosmetic
416000,Secondary, Славянский бульвар,14.0,Moscow,3.0,62.5,38.6,6.4,3.0,12,Designer
689173,Secondary, Динамо,17.0,Moscow,3.0,82.2,52.3,7.6,37.0,41,Without renovation
787746,Secondary, Динамо,15.0,Moscow,3.0,91.4,61.9,7.1,10.0,41,Designer
1201672,Secondary, Новокузнецкая,16.0,Moscow,3.0,95.7,40.0,14.6,3.0,7,Designer
975000,Secondary, Спортивная,6.0,Moscow,3.0,118.7,62.1,16.5,3.0,5,Without renovation
1523438,Secondary, Парк Культуры,5.0,Moscow,3.0,128.0,66.8,17.2,3.0,6,Designer
1920530,Secondary, Смоленская,13.0,Moscow,3.0,151.0,106.0,20.0,2.0,7,Designer
513699,Secondary, Шелепиха,13.0,Moscow,3.0,73.0,22.0,12.7,12.0,30,Designer
1200000,Secondary, Спортивная,9.0,Moscow,3.0,83.0,52.0,10.0,7.0,13,European-style renovation
1200000,Secondary, Спортивная,8.0,Moscow,3.0,83.0,44.1,13.5,7.0,13,Designer
1269504,Secondary, Спортивная,11.0,Moscow,3.0,141.0,73.4,18.3,3.0,15,Designer
505747,Secondary, Давыдково,17.0,Moscow,3.0,87.0,46.1,13.8,15.0,22,Without renovation
1005917,Secondary, Спортивная,10.0,Moscow,3.0,169.0,87.6,20.6,4.0,6,Without renovation
1824818,Secondary, Спортивная,8.0,Moscow,3.0,137.0,71.4,18.0,9.0,15,Designer
665333,Secondary, Пушкинская,7.0,Moscow,3.0,75.0,50.0,9.0,1.0,7,Designer
695870,Secondary, Комсомольская,10.0,Moscow,3.0,79.9,34.5,28.0,2.0,2,Designer
825000,Secondary, Серпуховская,9.0,Moscow,3.0,120.0,35.0,16.6,2.0,14,Designer
1149123,Secondary, Беговая,5.0,Moscow,3.0,114.0,35.0,16.1,7.0,21,European-style renovation
1706000,Secondary, Трубная,5.0,Moscow,3.0,140.0,62.0,27.0,2.0,4,Designer
581818,Secondary, Народное Ополчение,9.0,Moscow,3.0,82.5,31.0,16.0,31.0,53,Designer
381715,Secondary, Народное Ополчение,10.0,Moscow,3.0,106.1,43.5,32.4,48.0,58,Without renovation
411932,Secondary, Народное Ополчение,10.0,Moscow,3.0,105.6,62.7,15.6,11.0,53,Without renovation
1200000,Secondary, Киевская,15.0,Moscow,3.0,100.0,9.6,14.9,6.0,7,European-style renovation
1298829,Secondary, Фрунзенская,5.0,Moscow,3.0,111.0,58.3,15.8,6.0,8,Cosmetic
1300000,Secondary, Спортивная,7.0,Moscow,3.0,113.9,56.6,17.0,6.0,12,Without renovation
928382,Secondary, Пушкинская,6.0,Moscow,3.0,188.5,97.4,22.2,3.0,4,Designer
303333,Secondary, Технопарк,14.0,Moscow,3.0,90.0,41.0,13.0,3.0,9,Without renovation
372247,Secondary, Преображенская площадь,7.0,Moscow,3.0,90.8,45.7,12.6,2.0,30,Cosmetic
551471,Secondary, Павелецкая,17.0,Moscow,3.0,81.6,33.7,28.8,13.0,28,Without renovation
475000,Secondary, Строгино,8.0,Moscow,3.0,126.0,65.8,17.1,3.0,29,European-style renovation
435707,Secondary, Красные ворота,10.0,Moscow,3.0,94.1,7.0,14.4,4.0,5,Designer
362563,Secondary, Народное Ополчение,10.0,Moscow,3.0,118.6,54.4,30.4,9.0,48,Without renovation
565032,Secondary, Тверская,7.0,Moscow,3.0,93.8,68.8,20.0,4.0,14,European-style renovation
604396,Secondary, Петровский Парк,16.0,Moscow,3.0,91.0,56.0,30.0,13.0,41,Without renovation
621359,Secondary, Смоленская,6.0,Moscow,3.0,103.0,7.0,15.2,2.0,11,European-style renovation
791209,Secondary, Аэропорт,12.0,Moscow,3.0,91.0,69.0,10.0,8.0,41,Designer
714286,Secondary, Площадь Ильича,7.0,Moscow,3.0,105.0,67.0,14.0,3.0,13,Designer
761538,Secondary, Краснопресненская,10.0,Moscow,3.0,130.0,80.0,25.0,4.0,13,Designer
918519,Secondary, Курская,15.0,Moscow,3.0,135.0,79.0,18.0,2.0,11,European-style renovation
572982,Secondary, Шелепиха,5.0,Moscow,3.0,85.5,29.0,13.7,36.0,51,Designer
593824,Secondary, Белорусская,12.0,Moscow,3.0,126.3,66.0,17.1,3.0,18,Designer
1526316,Secondary, Фрунзенская,11.0,Moscow,3.0,95.0,75.0,12.0,7.0,14,Without renovation
1350000,Secondary, Третьяковская,7.0,Moscow,3.0,152.5,15.0,19.3,3.0,6,Designer
439560,Secondary, Охотный ряд,11.0,Moscow,3.0,127.4,97.4,20.0,6.0,6,Designer
863214,Secondary, Беговая,25.0,Moscow,3.0,75.3,37.3,13.0,17.0,21,Without renovation
614973,Secondary, Деловой центр,2.0,Moscow,3.0,187.0,91.0,22.1,39.0,75,Designer
1373855,Secondary, Полянка,6.0,Moscow,3.0,163.7,15.0,20.2,4.0,6,Designer
297500,Secondary, Волгоградский проспект,5.0,Moscow,3.0,80.0,40.1,16.7,22.0,30,European-style renovation
387513,Secondary, Алексеевская,7.0,Moscow,3.0,92.9,48.0,20.3,5.0,17,Without renovation
597368,Secondary, Деловой центр,4.0,Moscow,3.0,190.0,100.0,10.0,39.0,73,Designer
1200000,Secondary, Выставочная,15.0,Moscow,3.0,118.7,10.0,16.5,30.0,66,Without renovation
470914,Secondary, Шелепиха,5.0,Moscow,3.0,72.2,47.2,8.4,4.0,30,Cosmetic
360305,Secondary, Улица 1905 года,3.0,Moscow,3.0,98.5,40.2,19.7,3.0,4,European-style renovation
390977,Secondary, Раменки,10.0,Moscow,3.0,133.0,69.4,17.6,15.0,52,Without renovation
570707,Secondary, Динамо,9.0,Moscow,3.0,99.0,74.0,15.0,10.0,25,Designer
776316,Secondary, Раменки,12.0,Moscow,3.0,76.0,40.6,12.9,15.0,51,Designer
985915,Secondary, Парк Культуры,10.0,Moscow,3.0,184.6,16.0,21.9,2.0,8,Without renovation
625333,Secondary, Молодёжная,7.0,Moscow,3.0,75.0,40.1,12.8,17.0,28,Designer
338451,Secondary, Ростокино,13.0,Moscow,3.0,143.3,101.8,33.7,39.0,58,Designer
519348,Secondary, Шелепиха,18.0,Moscow,3.0,98.2,58.2,16.9,18.0,19,Without renovation
666667,Secondary, Тестовская,3.0,Moscow,3.0,90.0,65.0,15.0,32.0,78,Designer
505208,Secondary, Деловой центр,2.0,Moscow,3.0,192.0,99.2,22.5,41.0,75,Designer
948145,Secondary, Спортивная,9.0,Moscow,3.0,237.2,66.7,17.2,14.0,14,Without renovation
222037,Secondary, Сходненская,16.0,Moscow,3.0,54.0,29.4,11.1,3.0,4,Without renovation
208065,Secondary, Прокшино,13.0,Moscow,3.0,62.0,39.1,10.0,4.0,17,Without renovation
215278,Secondary, Окружная,8.0,Moscow,3.0,72.0,38.5,12.6,6.0,8,Cosmetic
400000,Secondary, Спортивная,4.0,Moscow,3.0,62.0,42.0,6.6,1.0,6,European-style renovation
438596,Secondary, Спортивная,5.0,Moscow,3.0,62.7,41.0,9.0,2.0,5,Designer
340107,Secondary, Рабочий посёлок,22.0,Moscow,3.0,93.5,61.3,17.1,11.0,29,Without renovation
653061,Secondary, Тестовская,4.0,Moscow,3.0,98.0,51.7,14.7,33.0,78,Designer
719231,Secondary, Славянский бульвар,23.0,Moscow,3.0,104.0,53.0,27.0,14.0,26,Without renovation
546875,Secondary, Деловой центр,2.0,Moscow,3.0,192.0,99.2,22.5,37.0,75,Designer
631864,Secondary, Минская,5.0,Moscow,3.0,71.2,41.0,6.2,2.0,14,European-style renovation
767857,Secondary, Шелепиха,19.0,Moscow,3.0,84.0,63.0,16.0,12.0,19,Designer
1003135,Secondary, Улица 1905 года,7.0,Moscow,3.0,127.6,80.0,7.0,6.0,21,Designer
1627660,Secondary, Арбатская,6.0,Moscow,3.0,94.0,57.0,8.0,2.0,7,Designer
465157,Secondary, Селигерская,11.0,Moscow,3.0,57.4,20.0,10.0,1.0,39,Designer
486154,Secondary, Серпуховская,17.0,Moscow,3.0,81.25,40.6,27.4,6.0,18,Cosmetic
537565,Secondary, Динамо,10.0,Moscow,3.0,77.2,50.9,8.4,5.0,12,Designer
614143,Secondary, Динамо,6.0,Moscow,3.0,70.0,37.5,12.4,15.0,15,Designer
491803,Secondary, Фили,15.0,Moscow,3.0,91.5,29.3,14.2,6.0,21,Designer
575758,Secondary, Шелепиха,19.0,Moscow,3.0,99.0,7.0,14.8,2.0,19,Designer
721111,Secondary, Деловой центр,11.0,Moscow,3.0,90.0,31.1,35.1,7.0,21,Without renovation
780000,Secondary, Деловой центр,7.0,Moscow,3.0,100.0,52.7,14.9,39.0,53,Designer
1800948,Secondary, Ломоносовский проспект,22.0,Moscow,3.0,105.5,14.0,15.4,4.0,8,Designer
1750700,Secondary, Новокузнецкая,11.0,Moscow,3.0,142.8,30.0,18.5,6.0,8,Designer
190476,Secondary, Саларьево,8.0,Moscow,3.0,63.0,45.0,7.0,1.0,9,European-style renovation
238449,Secondary, Бибирево,14.0,Moscow,3.0,60.6,43.3,6.0,2.0,9,Cosmetic
241667,Secondary, Печатники,4.0,Moscow,3.0,60.0,43.9,6.1,9.0,9,Designer
289131,Secondary, Новогиреево,4.0,Moscow,3.0,84.0,44.6,13.6,11.0,22,European-style renovation
331250,Secondary, Бульвар Рокоссовского,6.0,Moscow,3.0,80.0,55.0,15.0,19.0,24,European-style renovation
433938,Secondary, Улица 1905 года,17.0,Moscow,3.0,77.2,59.5,10.5,11.0,22,Designer
450000,Secondary, Филёвский парк,7.0,Moscow,3.0,82.0,55.5,12.2,3.0,5,Designer
536957,Secondary, Парк Культуры,5.0,Moscow,3.0,78.2,40.0,20.0,2.0,7,European-style renovation
419385,Secondary, Серпуховская,11.0,Moscow,3.0,107.3,67.0,10.0,22.0,29,Without renovation
524476,Secondary, Шелепиха,12.0,Moscow,3.0,85.8,45.5,13.7,28.0,42,Without renovation
526374,Secondary, Смоленская,7.0,Moscow,3.0,91.0,17.0,14.2,7.0,8,Designer
561685,Secondary, Шелепиха,12.0,Moscow,3.0,89.0,47.1,14.0,30.0,37,Without renovation
575508,Secondary, Шелепиха,12.0,Moscow,3.0,88.6,46.9,14.0,34.0,42,Designer
628099,Secondary, Проспект Мира,5.0,Moscow,3.0,121.0,70.2,15.4,6.0,12,European-style renovation
501529,Secondary, Аэропорт,10.0,Moscow,3.0,163.5,84.0,20.0,9.0,57,Designer
990000,Secondary, Улица 1905 года,15.0,Moscow,3.0,148.7,77.3,18.9,4.0,20,Designer
1802657,Secondary, Ломоносовский проспект,4.0,Moscow,3.0,105.4,55.2,14.0,4.0,8,Designer
213333,Secondary, Рязанский проспект,5.0,Moscow,3.0,60.0,37.0,8.0,9.0,9,European-style renovation
294167,Secondary, Рязанский проспект,5.0,Moscow,3.0,60.0,40.0,14.0,4.0,17,Designer
436365,Secondary, Профсоюзная,15.0,Moscow,3.0,55.0,29.9,11.2,7.0,8,European-style renovation
449635,Secondary, Раменки,10.0,Moscow,3.0,68.5,36.8,12.3,7.0,52,Without renovation
380000,Secondary, Кунцевская,4.0,Moscow,3.0,85.0,60.0,20.0,29.0,29,Without renovation
596491,Secondary, Фили,18.0,Moscow,3.0,57.0,31.0,11.4,20.0,29,Designer
332485,Secondary, Ботанический сад,11.0,Moscow,3.0,117.9,56.4,34.6,20.0,20,Without renovation
451136,Secondary, Панфиловская,7.0,Moscow,3.0,88.0,20.0,13.9,8.0,18,Designer
455556,Secondary, Динамо,1.0,Moscow,3.0,90.0,60.0,20.0,8.0,13,European-style renovation
423892,Secondary, Беломорская,22.0,Moscow,3.0,103.8,54.6,15.2,2.0,21,Designer
569620,Secondary, Выставочная,26.0,Moscow,3.0,79.0,10.0,13.2,15.0,20,Designer
371567,Secondary, Аэропорт,14.0,Moscow,3.0,123.8,61.4,34.0,1.0,16,European-style renovation
752640,Secondary, Петровский Парк,15.0,Moscow,3.0,66.3,43.0,6.0,13.0,37,Designer
500000,Secondary, Улица 1905 года,4.0,Moscow,3.0,110.0,80.0,20.0,6.0,8,Designer
644444,Secondary, Минская,7.0,Moscow,3.0,90.0,60.0,20.0,14.0,25,Without renovation
571429,Secondary, Фили,13.0,Moscow,3.0,112.0,58.8,15.9,17.0,25,Designer
651118,Secondary, Арбатская,7.0,Moscow,3.0,102.9,12.4,15.2,3.0,9,Cosmetic
693756,Secondary, Улица 1905 года,3.0,Moscow,3.0,100.9,76.9,12.9,16.0,22,European-style renovation
437438,Secondary, Цветной бульвар,6.0,Moscow,3.0,160.0,110.0,25.0,3.0,10,Designer
685294,Secondary, Третьяковская,9.0,Moscow,3.0,102.0,10.7,15.1,7.0,9,European-style renovation
628619,Secondary, Проспект Мира,5.0,Moscow,3.0,120.9,93.0,15.0,6.0,12,European-style renovation
657244,Secondary, Третьяковская,11.0,Moscow,3.0,141.5,36.0,18.3,2.0,8,Without renovation
960000,Secondary, Улица 1905 года,11.0,Moscow,3.0,100.0,52.7,14.9,7.0,18,Without renovation
781991,Secondary, Белорусская,7.0,Moscow,3.0,126.6,66.1,17.1,6.0,27,Designer
608466,Secondary, Деловой центр,4.0,Moscow,3.0,189.0,97.7,22.3,41.0,73,Designer
962889,Secondary, Кропоткинская,7.0,Moscow,3.0,135.0,10.0,17.8,4.0,8,Designer
